Hotel Names,Price,Rating,Amenities,Info,Attractions,Address,City,Latitude,Longitude
Mascot Beach Resort,$ 21,4.0,Free parkingWifiPoolFree breakfastBeachBicycle rentalConference facilitiesBanquet roomPublic wifiInternetIndoor poolOutdoor poolRestaurantBreakfast buffetMeeting roomsSpaBaggage storageConciergeCurrency exchangeDry cleaningLaundry service,"Kannur is a land of resonant past, mystical folklore and ageless charm. Experience this blessed land of scenic splendor at Mascot Beach Resort. Placed on a cliff facing the Endless Arabian Sea, Mascot embraces 30 rooms tastefully furnished with all comforts, aesthetic and functional. Our Restaurant serves Malabar delicacies along with Continental and Tandoor cuisines. Our Health Spa and the endless Pool is a toner for your mind, body and soul. Wake up to see the Waves blush with shimmering rays of the rising sun and the perfect Sunset would be moments that you will always cherish.","('Thottada Beach', 'Fort St. Angelos', 'Payyambalam Beach', 'Theyyam')","Near Baby Beach Burnassery, Kannur 670001 India",Kannur,11.946689450000001,75.35387729947189
Asokam Beach Resort,$ 32,4.5,Free parkingFree internetOutdoor poolFree breakfastBeachWater park offsiteKids stay freeChildren's playgroundInternetPool / beach towelsSwimming pool toysRestaurantBreakfast availableBreakfast buffetComplimentary welcome drinkOutdoor dining areaChildren's television networksKids poolHighchairs availableAirport transportationTaxi serviceSpaCouples massageFoot massageFull body massageHand massageHead massageMassageNeck massageSteam room24-hour securityBaggage storageCurrency exchangeMosquito netPicnic areaSun deckSun loungers / beach chairsSun terraceSun umbrellasFirst aid kitUmbrellaExpress check-in / check-outClothes dryerDry cleaningLaundry serviceWashing machineIroning service,"Enjoy fine hospitality in Kannur at ASOKAM BEACH RESORT HOTEL on the shore of Payyambalam beach. Asokam Beach Resort provides a clean, calm and relaxing atmosphere. With the soothing sound of waves and clear air the resort is an ideal get away from hectic and stressful life. The Ayurvedic center complements the demand for treatments, relaxation, and rejuvenation. The new Kannur International Airport (Code: CNN) makes travel hassle free. Welcome aboard.","('Thottada Beach', 'Fort St. Angelos', 'Payyambalam Beach', 'Theyyam')","Payyambalam Beach, Palliyamoola Kannur, Kerala, Kannur 670008 India",Kannur,11.8718213,75.3676065
Kanbay Beach Resort,$ 34,4.5,Free parkingPublic wifiRestaurantBreakfast availableBeachChildren Activities (Kid / Family Friendly)Laundry service,"Everyone needs a place to lay their weary head. For travellers visiting Kannur, Kanbay Beach Resort is an excellent choice for rest and rejuvenation. Well-known for its charming environment and proximity to great restaurants, Kanbay Beach Resort makes it easy to enjoy the best of Kannur.	Kanbay Beach Resort offers guests an array of room amenities including air conditioning, and getting online is possible, as internet access is available.	The small hotel offers room service, to make your visit even more pleasant. The property also features breakfast. Guests arriving by vehicle have access to free parking.	While staying at Kanbay Beach Resort, visitors can check out Oorpazhassi Kavu Temple (4.0 km), which is a popular Kannur attraction.	While staying at Kanbay Beach Resort, if you are feeling hungry, you can find Highway palace (1.8 km) a short walk from the small hotel.	Kanbay Beach Resort is sure to make your visit to Kannur one worth remembering.	","('Muzhappilangad Drive-in Beach', 'Thottada Beach', 'Fort St. Angelos', 'Payyambalam Beach')","Kizhunna Thottada, Kannur 670007 India",Kannur,22.3511148,78.6677428
Sunfun Beach House,$ 15,4.0,Free breakfastBeachBicycle rentalChildren Activities (Kid / Family Friendly)Airport transportationCar hireNon-smoking hotel,"Stayed in Sunfun beach house for a night in January. Had booked studio room online for Rs 3000 per night. The rooms were very poorly maintained with rooms stinking of smoke, linen were very dirty and fittings like curtains were broken and shabbily maintained. They serve only vegetarian food, which was a surprise for a beach side facility and the food was very bad. The room was next to kitchen where they were playing loud music well in to the night.  The location is fantastic. The beach is right across the property and the beach was very neat. There are a lot of better properties in the area, which I would recommend if you are traveling with your family.  This is my third trip to kannur. The previous stays at Harris sea shell and Costa malabari were terrific and memorable. Sunfun beach house, unfortunately, was a terrible experience and I will never go back.…","('Fort St. Angelos', 'Payyambalam Beach', 'Theyyam', 'Cannanore Lighthouse')","Palliamoola, Payyambalam Beach, Kannur 670008 India",Kannur,11.872654449999999,75.35049751464814
Kairali Heritage,$ 42,3.5,Free parkingFree internetFitness Centre with Gym / Workout RoomPoolFree breakfastChildren Activities (Kid / Family Friendly)Car hireBusiness Centre with Internet AccessInternetBar / loungeRestaurantBreakfast buffetBanquet roomMeeting roomsLaundry service,"Kairali Heritage Resort is set along the banks of the Kattampally River in Kannur, India. It is 8 km from the city centre. The nearest airport, which is in Calicut, is 115 km away. Bask in solitude as you settle down in any of the rooms at Kairali Heritage Resort. Each accommodation has a private toilet and bath with shower, dining area, and balcony/ deck.","('Thottada Beach', 'Fort St. Angelos', 'Payyambalam Beach', 'Theyyam')","Kattampally Kannur Kerala, Kannur 670603 India",Kannur,11.8762254,75.3738043
KK Heritage Homestay,$ 32,4.5,Free public parking nearbyFree High Speed Internet (WiFi)Free internetWifiFree breakfastBeachMosquito netShared lounge / TV areaInternet,"Set amidst green fields, and towering coconut trees, our home stay sits in a quiet little spot, about 100 meters away from the picturesque Thottada Beach which is perfect for a swim The proximity of KK Heritage to the beach ,renders it an ideal vacation get-away to those who are looking to soak up some much needed sun and beach air. The abundance of surrounding greenery serves as an abode to a cluster of birds thus making bird watching one of the prime activities at our vacation home. With Kerala’s famed coconut trees serving as an enclosure, we also offer a glimpse into toddy tapping – one of traditional Kerala’s oldest occupations. We make arrangements for you to witness Theyyam a ritualistic dance form seen in North Kerala only. If getting away from the hustle and bustle of the city life is a priority on your vacation to-do list,come away to KK Heritage where beauty and serenity go hand in hand.Kannur international airport is 25 kms from KK Heritage .","('Muzhappilangad Drive-in Beach', 'Thottada Beach', 'Fort St. Angelos', 'Payyambalam Beach')","Thottada Beach, P.O Thottada, Kannur 670007 India",Kannur,22.3511148,78.6677428
Aroma Ayur Heritage Resort,$ 48,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomRestaurantAirport transportationMeeting roomsFax / photocopyingSpaFree internetWifiPublic wifiInternetBreakfast in the roomMassageSki In / Ski OutBaggage storageNewspaperNon-smoking hotelShared lounge / TV area24-hour front deskDry cleaningLaundry serviceIroning service,"Nestled in the alluring location of Malabar, the land of lords and lures, Aroma Heritage is an Ayurveda specialty center initiated with a noble cause of availing top-notch quality comprehensive treatments. Located in close proximity to Mattanoor where the legacy of Veer Pazhashiraja echoes, Aroma Heritage is fortified with highly trained and well-experienced doctors, therapists and other health care experts who are qualified as well as committed to assure the well being all those who approach us.","('Thottada Beach', 'Fort St. Angelos', 'Payyambalam Beach', 'Theyyam')","Neduvottumkunnu, Thalassery Road, Mattanur, Kannur 670702 India",Kannur,11.9360169,75.5885563
Malgudi Holidays,$ 18,3.5,Free parkingFree High Speed Internet (WiFi)Breakfast in the roomBeachBicycle rentalAirport transportationMassageBaggage storageFree internetWifiInternetCar hireNewspaperNon-smoking hotelShared kitchenSun terrace24-hour front deskExpress check-in / check-outPrivate check-in / check-outDry cleaningLaundry serviceIroning service,"A home set in natural surroundings with a blend of Indian traditions and International facilities. Come and experience, the peaceful and serene atmosphere of our place with us.you are in the lap of our city, yet totally secluded from the normal chorus of a day-to-day city life. Blessed amply with the soothing western sea breeze (with just a 5 minute walk to the nearest beach) and almost 0 levels of carbon emissions; our resort, is just an ideal place for tourists, backpackers, business travelers for pure leisure and peaceful relaxation of mind and body
","('Cannanore Lighthouse', 'Cliff Walkway', 'Kannur Mall', 'Little Kavitha Theatre')","Beach Road Payyambalam, Kannur, Kerala, Kannur 6700001 India",Kannur,11.8665108,75.3551981
Manshore Bay Resort,$ 29,4.0,Free parkingFree High Speed Internet (WiFi)Bar / loungeRestaurantBeach,"I stayed at Manshore Guesthouse during my 3 day trip to Kannur last month. I had travelled to Kannur to watch Theyyam festival. I reached out to Manshore Bay Guesthouse to see if they knew the temples in which Theyyam was organized. Nikhil, the owner was very helpful, he figured the temples and different Theyyams that were to be performed during our stay there.  I din have much expectations towards the property, but when i reached the place, i was blown away from how simple and effective the property was. The room was sea facing and within 20 meters, we had our own private beach. I was truly happy that we went ahead with this property for stay.  The manager Mukundan was quite helpful, arranged a rick, took care of our food and even managed to wake us up for a 2.30 midnight Theyyam performance. We were 2 girls and they made sure we were safe :) That's the biggest plus i guess. The food was super yum and it was made as per request. That said, rooms are decent, well ventilated, washrooms could be kept cleaner, that would be my only suggestion to the owner at this point. My overall experience at Manshore exceeded expectations. I will go back to this property if i visit Kannur again.…","('Muzhappilangad Drive-in Beach', 'Thottada Beach', 'Fort St. Angelos', 'Payyambalam Beach')","Adikadalayi, Kannur 670007 India",Kannur,22.3511148,78.6677428
Blue Mermaid Homestay,$ 61,4.5,Free parkingFree High Speed Internet (WiFi)Free breakfastBeachPets Allowed ( Dog / Pet Friendly )Massage24-hour front deskLaundry serviceCar parkSecured parkingParkingFree internetWifiInternetRestaurant,"Far from the madding crowd, in the land of looms & lores, the traditional Kannur; Blue mermaid is just 8kms away from the Kannur city,guest have this threshold thottada backwater on the right side blending soothingly into the deep blue sea. The sunset here is amazingly romantic to the young and the young at hearts. And you can sleep in the lap of the blue mermaid and wake to the sounds of teasing waves and the breezy trees.You can enjoy the gracious host's hospitality and relish that distinctive cuisine, influenced by the long coastal line, flavoured by the all pervasive coconut, enriched with exotic fruits, vegetables, seafood and garnished with the distinctive aroma of spices...Blue Mermaid Traditional House,Honeymoon Bamboo cottage and Bed and Breakfast cotttage are the guest rooms.Free Breakfast ,Free High-Speed Internet ,Free Parking ,Kitchenette ,Pets Allowed ,Restaurant ,Room Service ,Suites ,Wheelchair access..etc are the main facilities provided by the hotel.. All modern amenities and safety features have been catered for, to ensure that, you blend in with nature comfortably and safely. The hotel management will also organise Theyyam Visit, Handloom Visit, Marital Arts Visit, Bird Watching, Dental Treatment, Ayurveda Treatment.","('Muzhappilangad Drive-in Beach', 'Thottada Beach', 'Fort St. Angelos', 'Payyambalam Beach')","Thottada Beach, Thottada, Kannur 670007 India",Thottada,22.3511148,78.6677428
Hotel Green Park Residency,$ 26,3.0,Free parkingWifiYoga roomFree breakfastBicycle rentalShuttle bus serviceBusiness Centre with Internet AccessConference facilitiesValet parkingSecured parkingParkingInternetCoffee shopRestaurantBreakfast availableKid-friendly buffetKids' mealsCar hireTaxi serviceBanquet roomMeeting roomsFax / photocopying24-hour securityBaggage storageConciergeConvenience storeCurrency exchangeNewspaperOutdoor furniturePicnic areaShopsATM on siteDoorperson24-hour check-in24-hour front deskExpress check-in / check-outDry cleaningLaundry serviceIroning service,"Green Park Residency, The official host of the city of looms and lores.Three star deluxe facility with conference options make us, state of the art business hotel in the district. Elaborately refurbished with most modern facilities for social as well as business guest. All rooms are en suite with luxury bathrooms, air conditioned rooms designed to suite different needs , non A/c rooms, doubles, single, twin and family rooms are also available. Magnificent multi cuisine restaurant serves all your favorite dishes in a most charming ambience, with service that will leave you always with smile of appreciation. Authentic traditional dishes are also available for those who want to have feel of the land and its delicious flavor. Located Conveniently in the heart of the Town-close to all business and shoppingCenters, within walk able distance from Kannur Railway Station & Bus Stand..Calicut International Airport - 113km,& Manglore International Airport-170km.",,"Thavakkara Road Opp. Railway Muthappan Temple, Kannur 670001 India",Kannur,11.9574404,75.5619194
Marmara Beach House,$ 38,3.5,Free parkingWifiFree breakfastBeachBusiness Centre with Internet AccessConference facilitiesBaggage storageConciergeSecured parkingPublic wifiInternetRestaurantBreakfast availableBanquet roomMeeting roomsFax / photocopyingNewspaperNon-smoking hotelLaundry service,"Situated right next to one of the longest beach in Kerala, Marmara Beach House offers serenity and an enjoyable vacation for families and friends who would love an evening walk on the side of the beach. The hotel also provides home made food along with Indian and Chinese cuisine. Also providing a Banquet hall and a Meeting room it is perfect for parties, marriage function and even a small get together.","('Thottada Beach', 'Fort St. Angelos', 'Payyambalam Beach', 'Theyyam')","Payyambalam Beach Road, Kannur 670001 India",Kannur,11.8665108,75.3551981
Kannur West Beach House,$ 27,4.5,Free parkingFree breakfastBeachBicycle rentalPets Allowed ( Dog / Pet Friendly )Airport transportationBaggage storageMosquito netEvening entertainmentCar hireNewspaperNon-smoking hotelOutdoor furnitureShared kitchen24-hour front deskDry cleaningLaundry serviceIroning service,"Little paradise with an amazing hospitality. A simple and authentic place, with the best authentic Kerala food we've tried on our journey. Sha is an amazing host and did everything to make sure that we have the best stay, bringing us fruits and toddy, and helping to navigate the events in the local temples. This homestay has also a perfect spot for bird watching. It's located 5 minutes away from the beach, and the walk to the beach through the coconut groves, with backwater views is so gorgeous. Thank you Sha!","('Muzhappilangad Drive-in Beach', 'Thottada Beach', 'Fort St. Angelos', 'Payyambalam Beach')","Thottada Beach Rd near Adikadalayi Temple, Thottada, Kannur 670007 India",Thottada,22.3511148,78.6677428
Yoyostay,$ 18,,,,"('Kannur Mall', 'Maharani Textiles', 'Thana Square', 'Little Kavitha Theatre')","Fort Road 1st & 2nd Floor, Hasayi Bldg, Near Century Fashion, Kannur 670001 India",,11.8690755,75.3670612
Kizhunnarocks Beach Resort,$ 35,4.5,Free parkingFree High Speed Internet (WiFi)Free internetWifiRestaurantBeachAirport transportationSpaInternet,"Calm and quite stay infront of The Arabian Sea, tastes our delicious food like freshly sea food and tasty Malabar food prepared by our homely cook, enjoy swimming in our virgin sandy beach without any disturbance, we also quide you to see our local sightseeing,kalaripayattu its a Marcial arts of Kerala,Theyyam(seasonal),spa and Ayurvedic massages,etc...","('Cannanore Lighthouse', 'Kannur Mall', 'Maharani Textiles', 'Little Kavitha Theatre')","Kizhunnappara, Thottada, Kannur 670007 India",Thottada,22.3511148,78.6677428
SS Residency Kannur,$ 9,4.5,Free parkingFree High Speed Internet (WiFi)Breakfast in the roomBicycle rentalChildren Activities (Kid / Family Friendly)Airport transportationFax / photocopyingBaggage storageShuttle bus serviceCar hireCurrency exchangeNon-smoking hotelShared kitchen24-hour front deskExpress check-in / check-outPrivate check-in / check-outDry cleaningLaundry serviceIroning serviceShoeshine,"Everyone needs a place to lay their weary head. For travellers visiting Kannur, SS Residency Kannur is an excellent choice for rest and rejuvenation.	Guest rooms offer air conditioning, and SS Residency Kannur makes getting online easy as free wifi is available.	You can also take advantage of some of the amenities offered by the bed and breakfast, including 24 hour front desk, room service, and currency exchange. As an added convenience, there is free parking available to guests.	If you’re looking for something to do, Fort St. Angelos is a nice way to spend some time.	SS Residency Kannur is sure to make your visit to Kannur one worth remembering.	","('Fort St. Angelos', 'Payyambalam Beach', 'Parassinikadavu Muthappan Temple', 'Theyyam')","Padannapalam near Passport Office, Kannur 670001 India",Kannur,11.875716,75.35891565716135
Saj Rest' Inn,$ 11,1.0,RestaurantChildren Activities (Kid / Family Friendly)Laundry service,This is one of the worst place I have ever stayed. The rooms were  small and cleanliness is not maintained at all. The reception person was also rude. Bedsheets were smelly and also after complaining they refused to change.,"('Kannur Mall', 'Maharani Textiles', 'Little Kavitha Theatre', 'Thana Square')","S M Road, Kannur 670001 India",Kannur,11.946689450000001,75.35387729947189
Palm Grove Service Villa,$ 13,4.5,Free parkingFree High Speed Internet (WiFi)Vending machineChildren Activities (Kid / Family Friendly)Kids clubCar hireBaggage storageCurrency exchangeParkingFree internetPublic wifiInternetNewspaperNon-smoking hotel24-hour front deskExpress check-in / check-outIroning service,"Palm Grove service villa - is a budget accommodation located at Edappally , a fast growing suburb of Cochin. This is not a conventional Inn. It is an ancestral house which has been renovated into 10 A/C and 7 non A/C rooms with all modern facilities. The house is on a 1 acre beautiful property with coconut palms, many exotic plants and trees with a small vegetable farm in the backyard.","('Edappally Church Complex', 'LuLu Mall', 'Oberon Mall', 'PVR Cinemas')","Palm Grove Service Villa Palm Grove Service Villa Market Road Opp: Edappally Traffic Police Station , Cochin, Ernakulam, Kochi (Cochin) 682024 India",Ernakulam,9.99035175,76.31622349468297
Travancore Court by Spree,$ 19,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastBusiness Centre with Internet AccessConference facilitiesSpaFree internetWifiInternetRooftop poolOutdoor poolRestaurantBreakfast buffetBanquet roomMeeting roomsConciergeDry cleaningLaundry service,"Travancorecourt by Spree is one of the Best Business Hotel in Cochin with 4 Star Facilities with Conference hall and Banquet Hall Facilities.Stay in Travancore Court Hotel Cochin, We are having Restaurant with 24 Hours Coffee Shop","('Shiva Temple', 'Subhash Park', 'Durbar Hall Art Gallery', 'Chitram Art Gallery')","Warriam Road, Ernakulam, Kochi (Cochin) 682016 India",Ernakulam,9.9666312,76.2850979
Radisson Blu Kochi,$ 62,4.0,Free parkingFree internetFitness Centre with Gym / Workout RoomPoolFree breakfastAirport transportationBusiness Centre with Internet AccessConference facilitiesWifiPublic wifiPaid wifiInternetFitness / spa changing roomsSaunaPool / beach towelsRooftop poolOutdoor poolBar / loungeRestaurantBreakfast availableBreakfast buffetRooftop barCar hireTaxi serviceBanquet roomMeeting roomsFax / photocopyingSpaMassageRooftop terrace24-hour securityConciergeNewspaperDoorpersonDry cleaningLaundry serviceIroning service,"The Tru Blu Experience A Beacon of modern style and sophistication in the heart of Kochi Radisson Blu Kochi is one of the best upper upscale hotels in the city. Situated in the City Centre, the hotel lies in close proximity to the transportation hubs, leisure destinations and great shopping areas. The central location of the hotel appeals to both business and leisure travelers. The excellence of the hotel is reflected in its chic interiors, combined with a unique service culture, and an unforgettable ambience that makes one want to book a return stay even before one has left Kochi. Visitors to the hotel discover the perfect blend of relaxation and productivity through its rooms and suites which are soundproof, ensuring a restful visit. Amenities like an on-site Spa, well equipped Banquet Halls, Gymnasium, an open rooftop Swimming Pool and a Business Centre, are some of the facilities offered, that delivers a perfect blend of relaxation and productivity.",,"S.A. Road, Elamkulam Junction Kadavanthara, Ernakulam, Kochi (Cochin) 682020 India",Ernakulam,9.9706145,76.2909941814889
"The Gateway Hotel Marine Drive, Ernakulam",$ 68,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastTable tennisKids stay freeAirport transportationParkingFree internetWifiPaid internetInternetHot bathOutdoor poolBar / loungeRestaurantBreakfast buffetBreakfast in the roomCar hireTaxi serviceBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsFax / photocopyingSpaMassage24-hour securityBaggage storageConciergeCurrency exchangeGift shopNewspaperNon-smoking hotelDoorperson24-hour front deskDry cleaningLaundry serviceIroning serviceShoeshine,"Finding an ideal romantic hotel in Ernakulam does not have to be difficult. Welcome to The Gateway Hotel Marine Drive Ernakulam, a nice option for travellers like you.	Given the close proximity of popular landmarks, such as St. George Syro-Malabar Catholic Church of Forane (2.6 km) and Paavakkulam Mahadeva Temple (2.6 km), guests of The Gateway Hotel Marine Drive Ernakulam can easily experience some of Ernakulam's most well known attractions.	Guest rooms offer amenities such as a flat screen TV and air conditioning, and guests can go online with free wifi offered by the hotel.	The Gateway Hotel Marine Drive Ernakulam features 24 hour front desk, room service, and a concierge, to help make your stay more enjoyable. The property also boasts a pool and free breakfast. If you are driving to The Gateway Hotel Marine Drive Ernakulam, free parking is available.	If you like French restaurants, The Gateway Hotel Marine Drive Ernakulam is conveniently located near French Toast, Bakery & Kitchen.	Ernakulam is also home to Edappally Church Complex, a popular historic site that is not too far from The Gateway Hotel Marine Drive Ernakulam.	The Gateway Hotel Marine Drive Ernakulam looks forward to welcoming you on your visit to Ernakulam.	","('Broadway', 'Government Law College', 'Goodwill Collection', 'Future City Life Style Shopee')","Marine Drive Walkway, Ernakulam, Kochi (Cochin) 682011 India",Ernakulam,9.9733666,76.2780749
Olive Downtown,$ 54,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastAirport transportationBusiness Centre with Internet AccessConference facilitiesFree internetWifiPublic wifiInternetHot bathRooftop poolOutdoor poolBar / loungeRestaurantBreakfast availableBreakfast buffetBanquet roomMeeting roomsSpaBaggage storageConciergeCurrency exchangeDoorpersonDry cleaningLaundry service,"5 Star Business Class hotel located in the city center. Hotel has 84 Rooms & Suites, 3 Conference Hall which can accommodate from 10 to 200 people. Cocktail Dinner and Get together can go up to 450 people. This is the only 5 star hotel in the city having the parking capacity of 100 cars 5 Buses inside the parking area. OLIVE DOWNTOWN has Olivia - Multi cuisine restaurant serves Buffet and A la Cart, Afghan - Specialty Restaurant, Arena - Cafe serves Choice of Coffee, Tea, Burger, Sand witches, Pizza, Steak, Pastries along with Beer & Wine, Blue Rock - Resto Bar. OLIVE DOWNTOWN has an outdoor swimming pool on the 10th floor which gives the view of the entire city. Athulaym Spa located near the Swimming pool rejuvenate yourself.","('Little Flower Church', 'Yo Tours Kochi', 'Little Flower Church', 'Collage')","28/286, Kadavanthra Jn Ernakulam,Kerala, Ernakulam, Kochi (Cochin) 682020 India",Ernakulam,9.9703301,76.287155
Holiday Inn Cochin,$ 66,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastArchery offsiteBowling offsiteKids stay freeFree private parking nearbyValet parkingCar parkSecured parkingParkingFree internetWifiFree wifi in the business centreFree wired internet in the business centreInternetSaunaRooftop poolAdult poolIndoor poolOutdoor poolShallow end in poolBar / loungeCoffee shopRestaurantBreakfast availableBreakfast buffetBreakfast in the roomComplimentary instant cofffeeComplimentary teaComplimentary welcome drinkHappy hourKid-friendly buffetKids' mealsOutdoor dining areaSpecial diet menusWine / champagneEvening entertainmentWater park offsiteBoard games / puzzlesNightclub / DJChildren's television networksKids poolHighchairs availableStrollersAirport transportationTaxi serviceBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsPhoto copier / fax In business centreSpaBody wrapCouples massageFacial treatmentsFoot bathFoot massageFull body massageHand massageHead massageLight therapyMassageNeck massageSteam room24-hour securityBBQ facilitiesBaggage storageConciergeCurrency exchangeGift shopMosquito netNewspaperOutdoor furnitureButler serviceDoorpersonFirst aid kitUmbrella24-hour check-in24-hour front deskExpress check-in / check-outPrivate check-in / check-outClothes dryerDry cleaningLaundry serviceWashing machineIroning serviceShoeshine,"Holiday Inn Cochin caters to the everyday traveler who is urbane and wants to relax, rejuvenate and enjoy a home away from home. Located near the IT Hub (Infopark), Smart City & Lulu Mall, weather you are here for business or leisure, we are located perfectly for you. Enjoy curated menu ranging from regional to global cuisines which will please your palate from our 5 Food & Beverage outlets which includes a 24 hrs In Room Dining and Coffee Shop DeliKC, one of a kind sports bar Stadia and our Italian specialty restaurant; Roma. Relax and rejuvenate at our award-winning spa Senses & Elements. Enjoy a work smart space, ergonomic chair, high speed internet and iPod Docking station in our 212 spacious rooms & suites designed in a contemporary style Plan flawless meetings, conferences, social engagements at the heart of the city, well-supported by our experienced staff Cochin is more than a commercial hub and is home to some of the finest temples and churches in the country. Cochin is a gateway to explore the rest of God's Own Country, ranging from mountains, hill stations, to beaches and waterfalls. Explore some of the most breath-taking tourist spots.",,"Chakkaraparambu Junction 33/1739a National Highway ByPass, Vennala, Ernakulam, Kochi (Cochin) 682028 India",Ernakulam,9.995885,76.325596
Travancore Court by Spree,$ 19,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastBusiness Centre with Internet AccessConference facilitiesSpaFree internetWifiInternetRooftop poolOutdoor poolRestaurantBreakfast buffetBanquet roomMeeting roomsConciergeDry cleaningLaundry service,"Travancorecourt by Spree is one of the Best Business Hotel in Cochin with 4 Star Facilities with Conference hall and Banquet Hall Facilities.Stay in Travancore Court Hotel Cochin, We are having Restaurant with 24 Hours Coffee Shop","('Shiva Temple', 'Subhash Park', 'Durbar Hall Art Gallery', 'Chitram Art Gallery')","Warriam Road, Ernakulam, Kochi (Cochin) 682016 India",Ernakulam,9.9666312,76.2850979
Forte Kochi,$ 184,5.0,Free High Speed Internet (WiFi)PoolFree breakfastChildren Activities (Kid / Family Friendly)Airport transportationBusiness Centre with Internet Access24-hour securityBaggage storageFree internetWifiPublic wifiInternetHot bathPool / beach towelsOutdoor poolBar / loungeRestaurantTaxi serviceConciergeNon-smoking hotelDoorpersonDry cleaningLaundry serviceIroning service,"Originally built by the Dutch in the 1860s, this 27-room heritage hotel stands tall and elegant on the popular Princess Street in Fort Kochi. 

Once part of the palatial home of an eminent Jew family, Forte Kochi and the interiors of each of the 27 luxuriously styled heritage rooms has been recreated to present the glorious colonial period of Kerala.","('Kashi Art Gallery', 'Kerala Kathakali Centre', 'David Hall Gallery & Cafe', 'Kochi Books')","1/373 Princess Street Fort Kochi, Ernakulam, Kochi (Cochin) 682001 India",Ernakulam,9.9655551,76.2414371
Grand Hotel Cochin,$ 36,4.0,Free parkingFree High Speed Internet (WiFi)Free breakfastChildren Activities (Kid / Family Friendly)Airport transportationBusiness Centre with Internet AccessConference facilitiesSalonValet parkingParkingFree internetWifiInternetBar / loungeRestaurantBreakfast availableBreakfast buffetCar hireTaxi serviceBanquet roomMeeting roomsFax / photocopying24-hour securityBaggage storageConciergeCurrency exchangeGift shopNewspaperNon-smoking hotel24-hour front deskDry cleaningLaundry service,"The Grand Hotel has combined traditional charm with modern convenience. A Four-star hotel situated halfway down M.G Road, the city’s nerve center. The airport is 38 Kms. away, while railway and bus stations are merely a half kilometer away. Shopping malls, business houses, theaters,metro stations and cafes are close by. As the hub of Kerala’s commercial world, Cochin is well connected to all places of interest in the state.","('Shiva Temple', 'Durbar Hall Art Gallery', 'Padma', 'Chitram Art Gallery')","M.G. Road, Ernakulam, Kochi (Cochin) 682011 India",Ernakulam,9.9824929,76.2922505
Aiswarya Hotel,$ 19,4.0,Free parkingFree High Speed Internet (WiFi)Free breakfastAirport transportationMeeting roomsFax / photocopying24-hour securityBaggage storageParkingFree internetWifiInternetCoffee shopRestaurantBreakfast buffetCar hireTaxi serviceNewspaperNon-smoking hotel24-hour front deskExpress check-in / check-outLaundry serviceIroning service,"The Hotel Aiswarya is a very graceful 3 star facility hotel renowned for its hospitality among Ernakulam Hotels. Catering to the needs of the business travelers as well as tourists who come to explore Cochin, Aiswarya is a budget hotel with most modern facilities at an affordable tariff. Located In the Heart of Ernakulam, the hotel is located next to the major Shopping arcades in Cochin.Hotel Aiswarya is conveniently located in a serene atmosphere yet close to Kochi's prime business block - Jose Junction, 50 feet off M.G .Road, 2 minutes walk to South Railway Station, Main Ferry Station, Government Bus Station, Town Railway Station, K.T.D.C. Tourist Information Centre and 30 minutes drive to Cochin International Airport.A harmonious blend of comfort and styling is visible in the tastefully done interiors of the affordably priced, 47 well furnished AC and Non AC rooms with attached bathrooms. The Executive Suites and Deluxe rooms allow you to unwind after a hard day in peace and solitude.The Hotel Aiswarya boasts of an exclusive multi-cuisine Restaurant serving Continental, Chinese, Indian and South Indian cuisine. The Roof garden Restaurant and Conference halls have already become the natural choice as venue for formal and family gatherings.","('Shiva Temple', 'Subhash Park', 'Durbar Hall Art Gallery', 'Chitram Art Gallery')","Warriam Road Opposite Lotus Club, Ernakulam, Kochi (Cochin) 682016 India",Ernakulam,9.9824929,76.2922505
Starlit Suites,$ 39,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastBusiness Centre with Internet AccessNon-smoking hotelDry cleaningFree internetWifiInternetIndoor poolRestaurantBreakfast buffetLaundry service,"Located on NH47 bypass road in Kochi, Kerala with convenient access to the airport & railway station. For travellers seeking a comfortable and pleasant stay in Kochi, Starlit Suites is the solution. At Starlit Suites, guests’ needs and preferences are given prime importance and ultimate care for maximum comfort. 136 fully furnished and equipped premium studio and deluxe one bedroom suites on the NH47 Bypass at Kochi.","('Edappally Church Complex', 'Vallarpadam Church', 'Shiva Temple', 'LuLu Mall')","Nh 47 National Highway 47 Bypass Road, Ernakulam, Kochi (Cochin) 682304 India",Ernakulam,9.9329557,76.3177326
